time_key,ก่อนโควิด,โควิด,หลังโควิด,units
07:00-09:00,100.0,89.27137119908204,90.23846046576489,377
09:00-16:00,100.0,92.33113468166435,87.64857781302567,188
16:00-19:00,100.0,91.61359085436555,93.39842685788159,156
