intersection_key,road_key,time_key,survey_month,0,1
ประชาชื่น,ประชาชื่น,07:00-09:00,9,1269.5,1377.0
ประชาชื่น,ประชาชื่น,09:00-16:00,9,1129.857142857143,795.1428571428571
ประชาชื่น,ประชาชื่น,16:00-19:00,9,659.6666666666666,542.3333333333334
