vehicle,ก่อนโควิด,โควิด,หลังโควิด,change_pp
passenger_car,71.71592762904135,72.51145547103432,73.38626078106684,1.670333152025492
pickup_van,21.86430924769235,21.552721293316083,21.202829645327924,-0.6614796023644267
large_bus,2.2424191594957534,2.278065442728654,1.8962732159693354,-0.34614594352641803
small_bus,0.365886263052446,0.33766624752721597,0.22955786209602996,-0.13632840095641602
truck,1.005633902683121,1.1879869501952054,1.2816362494597058,0.27600234677658486
tuk_tuk,2.805823798034987,2.1321045951985096,2.0034422460801715,-0.8023815519548156
