vehicle,During_minus_Before_pp,After_minus_Before_pp
passenger_car,0.7955278419929783,1.670333152025492
pickup_van,-0.3115879543762681,-0.6614796023644267
large_bus,0.03564628323290098,-0.34614594352641737
small_bus,-0.02822001552523007,-0.13632840095641607
truck,0.18235304751208448,0.27600234677658486
tuk_tuk,-0.6737192028364776,-0.8023815519548156
