source_excel_row,survey_date_parsed,covid_period,intersection_key,road_key,time_key,period_hours,total,vph
3972,2019-06-13,ก่อนโควิด,พระรามที่4,รัชดาภิเษก,09:00-16:00,7.0,11185.0,1597.857142857143
3978,2019-06-14,ก่อนโควิด,วิทยุ,วิทยุ,09:00-16:00,7.0,13541.0,1934.4285714285713
3981,2019-06-14,ก่อนโควิด,วิทยุ,พระรามที่4,09:00-16:00,7.0,52244.0,7463.428571428572
3984,2019-06-14,ก่อนโควิด,วิทยุ,สาทร,09:00-16:00,7.0,14763.0,2109.0
3987,2019-06-17,ก่อนโควิด,ใต้ด่วนพระราม4,เชื้อเพลิง,09:00-16:00,7.0,10918.0,1559.7142857142858
3990,2019-06-17,ก่อนโควิด,ใต้ด่วนพระราม4,ทางด่วน,09:00-16:00,7.0,6033.0,861.8571428571429
3992,2019-06-17,ก่อนโควิด,ใต้ด่วนพระราม4,พระรามที่4,07:00-09:00,2.0,9432.0,4716.0
3993,2019-06-17,ก่อนโควิด,ใต้ด่วนพระราม4,พระรามที่4,09:00-16:00,7.0,41094.0,5870.571428571428
3994,2019-06-17,ก่อนโควิด,ใต้ด่วนพระราม4,พระรามที่4,16:00-19:00,3.0,22953.0,7651.0
4001,2019-07-01,ก่อนโควิด,ถนนตก,เจริญกรุง,07:00-09:00,2.0,2073.0,1036.5
4004,2019-07-01,ก่อนโควิด,ถนนตก,พระรามที่3,07:00-09:00,2.0,6783.0,3391.5
4031,2019-07-08,ก่อนโควิด,พุทธมณฑลสาย3,พุทธมณฑลสาย3,07:00-09:00,2.0,2034.0,1017.0
4034,2019-07-08,ก่อนโควิด,พุทธมณฑลสาย3,เพชรเกษม,07:00-09:00,2.0,5966.0,2983.0
4037,2019-07-10,ก่อนโควิด,โพธิ์สามต้น,อิสรภาพ,07:00-09:00,2.0,4043.0,2021.5
4040,2019-07-10,ก่อนโควิด,โพธิ์สามต้น,วังเดิม,07:00-09:00,2.0,854.0,427.0
4043,2019-07-11,ก่อนโควิด,ประชาอุทิศ,ประชาอุทิศ,07:00-09:00,2.0,2962.0,1481.0
4044,2019-07-11,ก่อนโควิด,ประชาอุทิศ,ประชาอุทิศ,09:00-16:00,7.0,9565.0,1366.4285714285713
4045,2019-07-11,ก่อนโควิด,ประชาอุทิศ,ประชาอุทิศ,16:00-19:00,3.0,3382.0,1127.3333333333333
4049,2019-07-12,ก่อนโควิด,สาธุ-จันทน์,สาธุประดิษฐ์,07:00-09:00,2.0,1562.0,781.0
4052,2019-07-12,ก่อนโควิด,สาธุ-จันทน์,จันทน์,07:00-09:00,2.0,3267.0,1633.5
4070,2019-07-19,ก่อนโควิด,ศรีย่าน,สามเสน,07:00-09:00,2.0,1917.0,958.5
4071,2019-07-19,ก่อนโควิด,ศรีย่าน,สามเสน,09:00-16:00,7.0,8536.0,1219.4285714285713
4072,2019-07-19,ก่อนโควิด,ศรีย่าน,สามเสน,16:00-19:00,3.0,3013.0,1004.3333333333334
4073,2019-07-19,ก่อนโควิด,ศรีย่าน,นครไชยศรี,07:00-09:00,2.0,897.0,448.5
4074,2019-07-19,ก่อนโควิด,ศรีย่าน,นครไชยศรี,09:00-16:00,7.0,2899.0,414.14285714285717
4075,2019-07-19,ก่อนโควิด,ศรีย่าน,นครไชยศรี,16:00-19:00,3.0,1303.0,434.3333333333333
4091,2019-07-24,ก่อนโควิด,บรมราชชนนี,จรัญสนิทวงศ์,07:00-09:00,2.0,7066.0,3533.0
4094,2019-07-24,ก่อนโควิด,บรมราชชนนี,บรมราชชนนี,07:00-09:00,2.0,3354.0,1677.0
4095,2019-07-24,ก่อนโควิด,บรมราชชนนี,บรมราชชนนี,09:00-16:00,7.0,16802.0,2400.285714285714
4096,2019-07-24,ก่อนโควิด,บรมราชชนนี,บรมราชชนนี,16:00-19:00,3.0,6856.0,2285.3333333333335
4100,2019-07-25,ก่อนโควิด,เทียมร่วมมิตร,รัชดาภิเษก,07:00-09:00,2.0,13931.0,6965.5
4103,2019-07-25,ก่อนโควิด,เทียมร่วมมิตร,เทียมร่วมมิตร,07:00-09:00,2.0,6199.0,3099.5
4104,2019-07-25,ก่อนโควิด,เทียมร่วมมิตร,เทียมร่วมมิตร,09:00-16:00,7.0,15308.0,2186.8571428571427
4105,2019-07-25,ก่อนโควิด,เทียมร่วมมิตร,เทียมร่วมมิตร,16:00-19:00,3.0,5865.0,1955.0
4112,2019-07-30,ก่อนโควิด,คลองประปา,ประชาชื่น,07:00-09:00,2.0,2533.0,1266.5
4115,2019-07-30,ก่อนโควิด,คลองประปา,เลียบคลองประปา,07:00-09:00,2.0,815.0,407.5
4118,2019-07-30,ก่อนโควิด,คลองประปา,แจ้งวัฒนะ,07:00-09:00,2.0,15640.0,7820.0
4157,2019-08-05,ก่อนโควิด,ท่าดินแดง,ท่าดินแดง,07:00-09:00,2.0,1544.0,772.0
4158,2019-08-05,ก่อนโควิด,ท่าดินแดง,ท่าดินแดง,09:00-16:00,7.0,5756.0,822.2857142857143
4159,2019-08-05,ก่อนโควิด,ท่าดินแดง,ท่าดินแดง,16:00-19:00,3.0,2293.0,764.3333333333334
4160,2019-08-05,ก่อนโควิด,ท่าดินแดง,สมเด็จเจ้าพระยา,07:00-09:00,2.0,2740.0,1370.0
4175,2019-08-07,ก่อนโควิด,เกษตร,พหลโยธิน,07:00-09:00,2.0,6894.0,3447.0
4178,2019-08-07,ก่อนโควิด,เกษตร,งามวงศ์วาน,07:00-09:00,2.0,11408.0,5704.0
4187,2019-08-08,ก่อนโควิด,จันทน์-นราธิวาส,จันทน์,07:00-09:00,2.0,2371.0,1185.5
4188,2019-08-08,ก่อนโควิด,จันทน์-นราธิวาส,จันทน์,09:00-16:00,7.0,8421.0,1203.0
4189,2019-08-08,ก่อนโควิด,จันทน์-นราธิวาส,จันทน์,16:00-19:00,3.0,4022.0,1340.6666666666667
4199,2019-08-13,ก่อนโควิด,ทุ่งสาธิต,สุขุมวิท,07:00-09:00,2.0,5249.0,2624.5
4208,2019-08-14,ก่อนโควิด,สุวินทวงศ์-ราษฎร์อุทิศ,ราษฎร์อุทิศ,07:00-09:00,2.0,2698.0,1349.0
4211,2019-08-14,ก่อนโควิด,สุวินทวงศ์-ราษฎร์อุทิศ,สุวินทวงศ์,07:00-09:00,2.0,7171.0,3585.5
4223,2019-08-15,ก่อนโควิด,ประเสริฐมนูกิจ-ลาดปลาเค้า,ลาดปลาเค้า,07:00-09:00,2.0,4218.0,2109.0
4226,2019-08-15,ก่อนโควิด,ประเสริฐมนูกิจ-ลาดปลาเค้า,ประเสริฐมนูกิจ,07:00-09:00,2.0,16798.0,8399.0
4230,2019-08-19,ก่อนโควิด,สะพานแดง,พระรามที่5,09:00-16:00,7.0,2817.0,402.42857142857144
4233,2019-08-19,ก่อนโควิด,สะพานแดง,เตชะวณิช,09:00-16:00,7.0,7232.0,1033.142857142857
4235,2019-08-19,ก่อนโควิด,สะพานแดง,ทหาร,07:00-09:00,2.0,2003.0,1001.5
4236,2019-08-19,ก่อนโควิด,สะพานแดง,ทหาร,09:00-16:00,7.0,4088.0,584.0
4237,2019-08-19,ก่อนโควิด,สะพานแดง,ทหาร,16:00-19:00,3.0,1777.0,592.3333333333334
4238,2019-08-19,ก่อนโควิด,สะพานแดง,ประดิพัทธ์,07:00-09:00,2.0,999.0,499.5
4239,2019-08-19,ก่อนโควิด,สะพานแดง,ประดิพัทธ์,09:00-16:00,7.0,3699.0,528.4285714285714
4240,2019-08-19,ก่อนโควิด,สะพานแดง,ประดิพัทธ์,16:00-19:00,3.0,2296.0,765.3333333333334
4256,2019-08-22,ก่อนโควิด,มิตรไมตรี-มิตรไมตรี2,มิตรไมตรี,07:00-09:00,2.0,2212.0,1106.0
4257,2019-08-22,ก่อนโควิด,มิตรไมตรี-มิตรไมตรี2,มิตรไมตรี,09:00-16:00,7.0,5690.0,812.8571428571429
4258,2019-08-22,ก่อนโควิด,มิตรไมตรี-มิตรไมตรี2,มิตรไมตรี,16:00-19:00,3.0,1677.0,559.0
4259,2019-08-22,ก่อนโควิด,มิตรไมตรี-มิตรไมตรี2,มิตรไมตรี2,07:00-09:00,2.0,2239.0,1119.5
4260,2019-08-22,ก่อนโควิด,มิตรไมตรี-มิตรไมตรี2,มิตรไมตรี2,09:00-16:00,7.0,5817.0,831.0
4261,2019-08-22,ก่อนโควิด,มิตรไมตรี-มิตรไมตรี2,มิตรไมตรี2,16:00-19:00,3.0,2110.0,703.3333333333334
4265,2019-08-23,ก่อนโควิด,หัวลำโพง,พระรามที่4,07:00-09:00,2.0,13626.0,6813.0
4280,2019-08-27,ก่อนโควิด,ปากทางลาดพร้าว,พหลโยธิน,07:00-09:00,2.0,12658.0,6329.0
4281,2019-08-27,ก่อนโควิด,ปากทางลาดพร้าว,พหลโยธิน,09:00-16:00,7.0,36549.0,5221.285714285715
4282,2019-08-27,ก่อนโควิด,ปากทางลาดพร้าว,พหลโยธิน,16:00-19:00,3.0,13403.0,4467.666666666667
4283,2019-08-27,ก่อนโควิด,ปากทางลาดพร้าว,ลาดพร้าว,07:00-09:00,2.0,3474.0,1737.0
4284,2019-08-27,ก่อนโควิด,ปากทางลาดพร้าว,ลาดพร้าว,09:00-16:00,7.0,13329.0,1904.142857142857
4285,2019-08-27,ก่อนโควิด,ปากทางลาดพร้าว,ลาดพร้าว,16:00-19:00,3.0,5989.0,1996.3333333333333
4298,2019-08-29,ก่อนโควิด,บางกะปิ,พ่วงศิริ,07:00-09:00,2.0,944.0,472.0
4301,2019-08-29,ก่อนโควิด,บางกะปิ,ลาดพร้าว,07:00-09:00,2.0,1770.0,885.0
4304,2019-08-29,ก่อนโควิด,บางกะปิ,เสรีไทย,07:00-09:00,2.0,2573.0,1286.5
4316,2019-09-02,ก่อนโควิด,แปลงนาม,แปลงนาม,07:00-09:00,2.0,349.0,174.5
4317,2019-09-02,ก่อนโควิด,แปลงนาม,แปลงนาม,09:00-16:00,7.0,1607.0,229.57142857142858
4318,2019-09-02,ก่อนโควิด,แปลงนาม,แปลงนาม,16:00-19:00,3.0,785.0,261.6666666666667
4319,2019-09-02,ก่อนโควิด,แปลงนาม,พลับพลาไชย,07:00-09:00,2.0,133.0,66.5
4322,2019-09-02,ก่อนโควิด,แปลงนาม,เจริญกรุง,07:00-09:00,2.0,4394.0,2197.0
4340,2019-09-05,ก่อนโควิด,เพชรเกษม-ราชพฤกษ์,ราชพฤกษ์,07:00-09:00,2.0,16478.0,8239.0
4343,2019-09-05,ก่อนโควิด,เพชรเกษม-ราชพฤกษ์,เพชรเกษม,07:00-09:00,2.0,9695.0,4847.5
4361,2019-09-11,ก่อนโควิด,คอกวัว,ตะนาว,07:00-09:00,2.0,1942.0,971.0
4362,2019-09-11,ก่อนโควิด,คอกวัว,ตะนาว,09:00-16:00,7.0,7629.0,1089.857142857143
4363,2019-09-11,ก่อนโควิด,คอกวัว,ตะนาว,16:00-19:00,3.0,3074.0,1024.6666666666667
4364,2019-09-11,ก่อนโควิด,คอกวัว,ราชดำเนินกลาง,07:00-09:00,2.0,8196.0,4098.0
4365,2019-09-11,ก่อนโควิด,คอกวัว,ราชดำเนินกลาง,09:00-16:00,7.0,29238.0,4176.857142857143
4366,2019-09-11,ก่อนโควิด,คอกวัว,ราชดำเนินกลาง,16:00-19:00,3.0,10157.0,3385.6666666666665
4379,2019-09-13,ก่อนโควิด,จันทน์-เจริญราษฎร์,เจริญราษฎร์,07:00-09:00,2.0,9554.0,4777.0
4382,2019-09-13,ก่อนโควิด,จันทน์-เจริญราษฎร์,จันทน์,07:00-09:00,2.0,3953.0,1976.5
4388,2019-09-16,ก่อนโควิด,พระโขนง,สุขุมวิท,07:00-09:00,2.0,9949.0,4974.5
4389,2019-09-16,ก่อนโควิด,พระโขนง,สุขุมวิท,09:00-16:00,7.0,31535.0,4505.0
4390,2019-09-16,ก่อนโควิด,พระโขนง,สุขุมวิท,16:00-19:00,3.0,11724.0,3908.0
4391,2019-09-16,ก่อนโควิด,สุขุมวิท-พระรามที่4,พระรามที่4,07:00-09:00,2.0,935.0,467.5
4392,2019-09-16,ก่อนโควิด,สุขุมวิท-พระรามที่4,พระรามที่4,09:00-16:00,7.0,5957.0,851.0
4393,2019-09-16,ก่อนโควิด,สุขุมวิท-พระรามที่4,พระรามที่4,16:00-19:00,3.0,3025.0,1008.3333333333334
4394,2019-09-16,ก่อนโควิด,สุขุมวิท-พระรามที่4,สุขุมวิท,07:00-09:00,2.0,8294.0,4147.0
4395,2019-09-16,ก่อนโควิด,สุขุมวิท-พระรามที่4,สุขุมวิท,09:00-16:00,7.0,30324.0,4332.0
4396,2019-09-16,ก่อนโควิด,สุขุมวิท-พระรามที่4,สุขุมวิท,16:00-19:00,3.0,12851.0,4283.666666666667
4403,2019-09-18,ก่อนโควิด,รัชดา-ลาดพร้าว,รัชดาภิเษก,07:00-09:00,2.0,17472.0,8736.0
4404,2019-09-18,ก่อนโควิด,รัชดา-ลาดพร้าว,รัชดาภิเษก,09:00-16:00,7.0,54522.0,7788.857142857143
4405,2019-09-18,ก่อนโควิด,รัชดา-ลาดพร้าว,รัชดาภิเษก,16:00-19:00,3.0,19615.0,6538.333333333333
4409,2019-09-19,ก่อนโควิด,สุโขทัย,พระรามที่5,07:00-09:00,2.0,5305.0,2652.5
4410,2019-09-19,ก่อนโควิด,สุโขทัย,พระรามที่5,09:00-16:00,7.0,10316.0,1473.7142857142858
4411,2019-09-19,ก่อนโควิด,สุโขทัย,พระรามที่5,16:00-19:00,3.0,4358.0,1452.6666666666667
4412,2019-09-19,ก่อนโควิด,สุโขทัย,สุโขทัย,07:00-09:00,2.0,2783.0,1391.5
4413,2019-09-19,ก่อนโควิด,สุโขทัย,สุโขทัย,09:00-16:00,7.0,10181.0,1454.4285714285713
4414,2019-09-19,ก่อนโควิด,สุโขทัย,สุโขทัย,16:00-19:00,3.0,4025.0,1341.6666666666667
4416,2019-09-23,ก่อนโควิด,ประชาอุทิศ-เลียบด่วนกาญจนาภิเษก,ประชาอุทิศ,09:00-16:00,7.0,14862.0,2123.1428571428573
4417,2019-09-23,ก่อนโควิด,ประชาอุทิศ-เลียบด่วนกาญจนาภิเษก,ประชาอุทิศ,16:00-19:00,3.0,6727.0,2242.3333333333335
4418,2019-09-23,ก่อนโควิด,ประชาอุทิศ-เลียบด่วนกาญจนาภิเษก,เลียบด่วนกาญจนาภิเษก,07:00-09:00,2.0,1408.0,704.0
4419,2019-09-23,ก่อนโควิด,ประชาอุทิศ-เลียบด่วนกาญจนาภิเษก,เลียบด่วนกาญจนาภิเษก,09:00-16:00,7.0,4871.0,695.8571428571429
4420,2019-09-23,ก่อนโควิด,ประชาอุทิศ-เลียบด่วนกาญจนาภิเษก,เลียบด่วนกาญจนาภิเษก,16:00-19:00,3.0,2076.0,692.0
4427,2019-09-24,ก่อนโควิด,หมู่บ้านเศรษฐกิจ,เพชรเกษม,07:00-09:00,2.0,11627.0,5813.5
4428,2019-09-24,ก่อนโควิด,หมู่บ้านเศรษฐกิจ,เพชรเกษม,09:00-16:00,7.0,39995.0,5713.571428571428
4429,2019-09-24,ก่อนโควิด,หมู่บ้านเศรษฐกิจ,เพชรเกษม,16:00-19:00,3.0,15259.0,5086.333333333333
4448,2019-09-26,ก่อนโควิด,มไหสวรรย์,รัชดาภิเษก,07:00-09:00,2.0,1762.0,881.0
4451,2019-09-26,ก่อนโควิด,มไหสวรรย์,มไหสวรรย์,07:00-09:00,2.0,1467.0,733.5
4452,2019-09-26,ก่อนโควิด,มไหสวรรย์,มไหสวรรย์,09:00-16:00,7.0,6182.0,883.1428571428571
4453,2019-09-26,ก่อนโควิด,มไหสวรรย์,มไหสวรรย์,16:00-19:00,3.0,2911.0,970.3333333333334
4460,2019-09-30,ก่อนโควิด,อุณากรรณ,อุณากรรณ,07:00-09:00,2.0,1151.0,575.5
4463,2019-09-30,ก่อนโควิด,อุณากรรณ,เจริญกรุง,07:00-09:00,2.0,2131.0,1065.5
4466,2019-10-01,ก่อนโควิด,พระรามที่3-ยานนาวา,พระรามที่3,07:00-09:00,2.0,7862.0,3931.0
4467,2019-10-01,ก่อนโควิด,พระรามที่3-ยานนาวา,พระรามที่3,09:00-16:00,7.0,21429.0,3061.285714285714
4468,2019-10-01,ก่อนโควิด,พระรามที่3-ยานนาวา,พระรามที่3,16:00-19:00,3.0,9384.0,3128.0
4469,2019-10-01,ก่อนโควิด,พระรามที่3-ยานนาวา,ยานนาวา,07:00-09:00,2.0,983.0,491.5
4470,2019-10-01,ก่อนโควิด,พระรามที่3-ยานนาวา,ยานนาวา,09:00-16:00,7.0,2527.0,361.0
4471,2019-10-01,ก่อนโควิด,พระรามที่3-ยานนาวา,ยานนาวา,16:00-19:00,3.0,1073.0,357.6666666666667
4472,2019-10-02,ก่อนโควิด,กำแพงเพชร,พหลโยธิน,07:00-09:00,2.0,11047.0,5523.5
4473,2019-10-02,ก่อนโควิด,กำแพงเพชร,พหลโยธิน,09:00-16:00,7.0,33734.0,4819.142857142857
4474,2019-10-02,ก่อนโควิด,กำแพงเพชร,พหลโยธิน,16:00-19:00,3.0,13023.0,4341.0
4481,2019-10-03,ก่อนโควิด,ด่วนเกษมราษฎร์,เกษมราษฎร์,07:00-09:00,2.0,3497.0,1748.5
4484,2019-10-03,ก่อนโควิด,ด่วนเกษมราษฎร์,ทางขึ้นลงทางด่วน,07:00-09:00,2.0,3867.0,1933.5
4487,2019-10-04,ก่อนโควิด,เตาปูน,ประชาราษฎร์,07:00-09:00,2.0,3124.0,1562.0
4490,2019-10-04,ก่อนโควิด,เตาปูน,ประชาราษฎร์สาย2,07:00-09:00,2.0,2786.0,1393.0
4499,2019-10-07,ก่อนโควิด,นาหลวง,พุทธบูชา,07:00-09:00,2.0,1528.0,764.0
4508,2019-10-09,ก่อนโควิด,วัดสะพานสูง,เตชะวณิช,07:00-09:00,2.0,4356.0,2178.0
4511,2019-10-09,ก่อนโควิด,วัดสะพานสูง,พระรามที่6,07:00-09:00,2.0,1560.0,780.0
4514,2019-10-10,ก่อนโควิด,ทองหล่อ,สุขุมวิท,07:00-09:00,2.0,5007.0,2503.5
4515,2019-10-10,ก่อนโควิด,ทองหล่อ,สุขุมวิท,09:00-16:00,7.0,16850.0,2407.1428571428573
4516,2019-10-10,ก่อนโควิด,ทองหล่อ,สุขุมวิท,16:00-19:00,3.0,7191.0,2397.0
4526,2019-10-11,ก่อนโควิด,เศรษฐศิริ,เศรษฐศิริ,07:00-09:00,2.0,1897.0,948.5
4535,2019-10-15,ก่อนโควิด,เพชรบุรี-ทองหล่อ,เพชรบุรี,07:00-09:00,2.0,8457.0,4228.5
4544,2019-10-16,ก่อนโควิด,สะพานเหลือง,พระรามที่4,07:00-09:00,2.0,8959.0,4479.5
4550,2019-10-16,ก่อนโควิด,สะพานเหลือง,บรรทัดทอง,07:00-09:00,2.0,1706.0,853.0
4553,2019-10-17,ก่อนโควิด,พงษ์เพชร,ประชาชื่น,07:00-09:00,2.0,5083.0,2541.5
4556,2019-10-17,ก่อนโควิด,พงษ์เพชร,งามวงศ์วาน,07:00-09:00,2.0,17562.0,8781.0
4586,2019-10-25,ก่อนโควิด,สามเสน,สวรรคโลก,07:00-09:00,2.0,1685.0,842.5
4589,2019-10-25,ก่อนโควิด,สามเสน,เทอดดำริ,07:00-09:00,2.0,1694.0,847.0
4592,2019-10-25,ก่อนโควิด,สามเสน,นครไชยศรี,07:00-09:00,2.0,1934.0,967.0
4595,2019-10-28,ก่อนโควิด,ประชาธรรม,ประดิษฐ์มนูธรรม,07:00-09:00,2.0,8366.0,4183.0
4598,2019-10-28,ก่อนโควิด,ประชาธรรม,ประชาอุทิศ,07:00-09:00,2.0,2786.0,1393.0
4601,2019-10-29,ก่อนโควิด,ราชวัตร,พระรามที่5,07:00-09:00,2.0,3397.0,1698.5
4604,2019-10-29,ก่อนโควิด,ราชวัตร,นครไชยศรี,07:00-09:00,2.0,1919.0,959.5
4619,2019-10-31,ก่อนโควิด,ลาซาล,สุขุมวิท,07:00-09:00,2.0,7525.0,3762.5
4625,2019-11-01,ก่อนโควิด,บางพลัด,จรัญสนิทวงศ์,07:00-09:00,2.0,6582.0,3291.0
4628,2019-11-01,ก่อนโควิด,บางพลัด,สิรินธร,07:00-09:00,2.0,5689.0,2844.5
4631,2019-11-01,ก่อนโควิด,บางพลัด,ราชวิถี,07:00-09:00,2.0,2535.0,1267.5
4649,2019-11-07,ก่อนโควิด,วัดสน,สุขสวัสดิ์,07:00-09:00,2.0,12732.0,6366.0
4650,2019-11-07,ก่อนโควิด,วัดสน,สุขสวัสดิ์,09:00-16:00,7.0,39300.0,5614.285714285715
4651,2019-11-07,ก่อนโควิด,วัดสน,สุขสวัสดิ์,16:00-19:00,3.0,17029.0,5676.333333333333
4652,2019-11-08,ก่อนโควิด,จักรพรรดิพงษ์,นครสวรรค์,07:00-09:00,2.0,2268.0,1134.0
4653,2019-11-08,ก่อนโควิด,จักรพรรดิพงษ์,นครสวรรค์,09:00-16:00,7.0,8543.0,1220.4285714285713
4654,2019-11-08,ก่อนโควิด,จักรพรรดิพงษ์,นครสวรรค์,16:00-19:00,3.0,2943.0,981.0
4655,2019-11-08,ก่อนโควิด,จักรพรรดิพงษ์,จักรพรรดิพงษ์,07:00-09:00,2.0,6783.0,3391.5
4656,2019-11-08,ก่อนโควิด,จักรพรรดิพงษ์,จักรพรรดิพงษ์,09:00-16:00,7.0,20983.0,2997.5714285714284
4657,2019-11-08,ก่อนโควิด,จักรพรรดิพงษ์,จักรพรรดิพงษ์,16:00-19:00,3.0,7199.0,2399.6666666666665
4673,2019-11-12,ก่อนโควิด,นวมินทร์-ประเสริฐมนูกิจ,ประเสริฐมนูกิจ,07:00-09:00,2.0,5034.0,2517.0
4688,2019-11-15,ก่อนโควิด,เทวกรรม,นครสวรรค์,07:00-09:00,2.0,4346.0,2173.0
4691,2019-11-15,ก่อนโควิด,เทวกรรม,กรุงเกษม,07:00-09:00,2.0,2531.0,1265.5
4694,2019-11-18,ก่อนโควิด,เกษะโกมล,พระรามที่5,07:00-09:00,2.0,5520.0,2760.0
4695,2019-11-18,ก่อนโควิด,เกษะโกมล,พระรามที่5,09:00-16:00,7.0,13861.0,1980.142857142857
4696,2019-11-18,ก่อนโควิด,เกษะโกมล,พระรามที่5,16:00-19:00,3.0,7125.0,2375.0
4697,2019-11-18,ก่อนโควิด,เกษะโกมล,อำนวยสงคราม,07:00-09:00,2.0,930.0,465.0
4698,2019-11-18,ก่อนโควิด,เกษะโกมล,อำนวยสงคราม,09:00-16:00,7.0,2540.0,362.85714285714283
4699,2019-11-18,ก่อนโควิด,เกษะโกมล,อำนวยสงคราม,16:00-19:00,3.0,1024.0,341.3333333333333
4700,2019-11-18,ก่อนโควิด,เกษะโกมล,เศรษฐศิริ,07:00-09:00,2.0,938.0,469.0
4701,2019-11-18,ก่อนโควิด,เกษะโกมล,เศรษฐศิริ,09:00-16:00,7.0,2339.0,334.14285714285717
4702,2019-11-18,ก่อนโควิด,เกษะโกมล,เศรษฐศิริ,16:00-19:00,3.0,953.0,317.6666666666667
4712,2019-11-20,ก่อนโควิด,แบริ่ง,สุขุมวิท,07:00-09:00,2.0,7475.0,3737.5
4727,2019-11-22,ก่อนโควิด,เฉลิมกรุง,ตรีเพชร,07:00-09:00,2.0,3827.0,1913.5
4728,2019-11-22,ก่อนโควิด,เฉลิมกรุง,ตรีเพชร,09:00-16:00,7.0,10710.0,1530.0
4729,2019-11-22,ก่อนโควิด,เฉลิมกรุง,ตรีเพชร,16:00-19:00,3.0,3915.0,1305.0
4733,2019-11-22,ก่อนโควิด,เฉลิมกรุง,เจริญกรุง,07:00-09:00,2.0,2585.0,1292.5
4734,2019-11-22,ก่อนโควิด,เฉลิมกรุง,เจริญกรุง,09:00-16:00,7.0,7704.0,1100.5714285714287
4735,2019-11-22,ก่อนโควิด,เฉลิมกรุง,เจริญกรุง,16:00-19:00,3.0,2917.0,972.3333333333334
4745,2019-11-26,ก่อนโควิด,โรงกรองน้ำ,พระรามที่6,07:00-09:00,2.0,8077.0,4038.5
4748,2019-11-26,ก่อนโควิด,โรงกรองน้ำ,นครไชยศรี,07:00-09:00,2.0,2498.0,1249.0
4754,2019-11-27,ก่อนโควิด,พุทธมณฑลสาย2,พุทธมณฑลสาย2,07:00-09:00,2.0,1568.0,784.0
4755,2019-11-27,ก่อนโควิด,พุทธมณฑลสาย2,พุทธมณฑลสาย2,09:00-16:00,7.0,5925.0,846.4285714285714
4756,2019-11-27,ก่อนโควิด,พุทธมณฑลสาย2,พุทธมณฑลสาย2,16:00-19:00,3.0,2629.0,876.3333333333334
4757,2019-11-27,ก่อนโควิด,พุทธมณฑลสาย2,เพชรเกษม,07:00-09:00,2.0,14295.0,7147.5
4758,2019-11-27,ก่อนโควิด,พุทธมณฑลสาย2,เพชรเกษม,09:00-16:00,7.0,45229.0,6461.285714285715
4759,2019-11-27,ก่อนโควิด,พุทธมณฑลสาย2,เพชรเกษม,16:00-19:00,3.0,18498.0,6166.0
4763,2019-11-28,ก่อนโควิด,วิสุทธิกษัตริย์,ประชาธิปไตย,07:00-09:00,2.0,1942.0,971.0
4766,2019-11-28,ก่อนโควิด,วิสุทธิกษัตริย์,วิสุทธิกษัตริย์,07:00-09:00,2.0,8116.0,4058.0
4769,2019-12-02,ก่อนโควิด,อ.ส.ม.ท.,เพชรอุทัย,07:00-09:00,2.0,2644.0,1322.0
4775,2019-12-02,ก่อนโควิด,อ.ส.ม.ท.,พระราม9,07:00-09:00,2.0,7107.0,3553.5
4778,2019-12-03,ก่อนโควิด,หมอมี,พระรามที่4,07:00-09:00,2.0,1048.0,524.0
4781,2019-12-03,ก่อนโควิด,หมอมี,เจริญกรุง,07:00-09:00,2.0,4841.0,2420.5
4820,2019-12-12,ก่อนโควิด,ดาวคะนอง,สมเด็จพระเจ้าตากสิน,07:00-09:00,2.0,11675.0,5837.5
4821,2019-12-12,ก่อนโควิด,ดาวคะนอง,สมเด็จพระเจ้าตากสิน,09:00-16:00,7.0,37928.0,5418.285714285715
4822,2019-12-12,ก่อนโควิด,ดาวคะนอง,สมเด็จพระเจ้าตากสิน,16:00-19:00,3.0,15599.0,5199.666666666667
4823,2019-12-12,ก่อนโควิด,ดาวคะนอง,จอมทอง,07:00-09:00,2.0,3287.0,1643.5
4824,2019-12-12,ก่อนโควิด,ดาวคะนอง,จอมทอง,09:00-16:00,7.0,9351.0,1335.857142857143
4825,2019-12-12,ก่อนโควิด,ดาวคะนอง,จอมทอง,16:00-19:00,3.0,3618.0,1206.0
4826,2019-12-13,ก่อนโควิด,วัดประชา,พระรามที่5,07:00-09:00,2.0,4792.0,2396.0
4844,2019-12-17,ก่อนโควิด,คลองสาน,เจริญนคร,07:00-09:00,2.0,1902.0,951.0
4845,2019-12-17,ก่อนโควิด,คลองสาน,เจริญนคร,09:00-16:00,7.0,6103.0,871.8571428571429
4846,2019-12-17,ก่อนโควิด,คลองสาน,เจริญนคร,16:00-19:00,3.0,2410.0,803.3333333333334
4847,2019-12-17,ก่อนโควิด,คลองสาน,สมเด็จเจ้าพระยา,07:00-09:00,2.0,1504.0,752.0
4848,2019-12-17,ก่อนโควิด,คลองสาน,สมเด็จเจ้าพระยา,09:00-16:00,7.0,3490.0,498.57142857142856
4849,2019-12-17,ก่อนโควิด,คลองสาน,สมเด็จเจ้าพระยา,16:00-19:00,3.0,1469.0,489.6666666666667
4850,2019-12-17,ก่อนโควิด,คลองสาน,ลาดหญ้า,07:00-09:00,2.0,1612.0,806.0
4851,2019-12-17,ก่อนโควิด,คลองสาน,ลาดหญ้า,09:00-16:00,7.0,4954.0,707.7142857142857
