source_excel_row,survey_date_parsed,covid_period,intersection_key,road_key,time_key,period_hours,total,vph
6279,2021-01-08,โควิด,สะพานแดง,พระรามที่5,07:00-09:00,2.0,771.0,385.5
6280,2021-01-08,โควิด,สะพานแดง,เตชะวณิช,07:00-09:00,2.0,2380.0,1190.0
6281,2021-01-08,โควิด,สะพานแดง,ทหาร,07:00-09:00,2.0,1610.0,805.0
6282,2021-01-08,โควิด,สะพานแดง,ประดิพัทธ์,07:00-09:00,2.0,818.0,409.0
6283,2021-01-08,โควิด,สะพานแดง,พระรามที่5,16:00-19:00,3.0,1941.0,647.0
6284,2021-01-08,โควิด,สะพานแดง,เตชะวณิช,16:00-19:00,3.0,2335.0,778.3333333333334
6285,2021-01-08,โควิด,สะพานแดง,ทหาร,16:00-19:00,3.0,2244.0,748.0
6286,2021-01-08,โควิด,สะพานแดง,ประดิพัทธ์,16:00-19:00,3.0,1567.0,522.3333333333334
6287,2021-01-08,โควิด,สะพานแดง,พระรามที่5,09:00-16:00,7.0,4329.0,618.4285714285714
6288,2021-01-08,โควิด,สะพานแดง,เตชะวณิช,09:00-16:00,7.0,6381.0,911.5714285714286
6289,2021-01-08,โควิด,สะพานแดง,ทหาร,09:00-16:00,7.0,4400.0,628.5714285714286
6290,2021-01-08,โควิด,สะพานแดง,ประดิพัทธ์,09:00-16:00,7.0,2930.0,418.57142857142856
6303,2021-01-18,โควิด,สุทธิสาร-วิภาวดีรังสิต,วิภาวดีรังสิต,07:00-09:00,2.0,4588.0,2294.0
6304,2021-01-18,โควิด,สุทธิสาร-วิภาวดีรังสิต,สุทธิสาร,07:00-09:00,2.0,3793.0,1896.5
6309,2021-01-19,โควิด,เกษะโกมล,พระรามที่5,07:00-09:00,2.0,3257.0,1628.5
6310,2021-01-19,โควิด,เกษะโกมล,อำนวยสงคราม,07:00-09:00,2.0,651.0,325.5
6311,2021-01-19,โควิด,เกษะโกมล,เศรษฐศิริ,07:00-09:00,2.0,468.0,234.0
6312,2021-01-19,โควิด,เกษะโกมล,พระรามที่5,16:00-19:00,3.0,3598.0,1199.3333333333333
6313,2021-01-19,โควิด,เกษะโกมล,อำนวยสงคราม,16:00-19:00,3.0,656.0,218.66666666666666
6314,2021-01-19,โควิด,เกษะโกมล,เศรษฐศิริ,16:00-19:00,3.0,969.0,323.0
6315,2021-01-19,โควิด,เกษะโกมล,พระรามที่5,09:00-16:00,7.0,8091.0,1155.857142857143
6316,2021-01-19,โควิด,เกษะโกมล,อำนวยสงคราม,09:00-16:00,7.0,2412.0,344.57142857142856
6317,2021-01-19,โควิด,เกษะโกมล,เศรษฐศิริ,09:00-16:00,7.0,1877.0,268.14285714285717
6318,2021-01-20,โควิด,สุทธิสาร,รัชดาภิเษก,07:00-09:00,2.0,3523.0,1761.5
6319,2021-01-20,โควิด,สุทธิสาร,สุทธิสารวินิจฉัย,07:00-09:00,2.0,2567.0,1283.5
6320,2021-01-20,โควิด,สุทธิสาร,รัชดาภิเษก,16:00-19:00,3.0,4687.0,1562.3333333333333
6321,2021-01-20,โควิด,สุทธิสาร,สุทธิสารวินิจฉัย,16:00-19:00,3.0,3730.0,1243.3333333333333
6322,2021-01-20,โควิด,สุทธิสาร,รัชดาภิเษก,09:00-16:00,7.0,11139.0,1591.2857142857142
6323,2021-01-20,โควิด,สุทธิสาร,สุทธิสารวินิจฉัย,09:00-16:00,7.0,8529.0,1218.4285714285713
6324,2021-01-21,โควิด,ปทุมวัน,พญาไท,07:00-09:00,2.0,4591.0,2295.5
6325,2021-01-21,โควิด,ปทุมวัน,พระรามที่1,07:00-09:00,2.0,3031.0,1515.5
6345,2021-01-25,โควิด,คลองสาน,เจริญนคร,07:00-09:00,2.0,1183.0,591.5
6346,2021-01-25,โควิด,คลองสาน,สมเด็จเจ้าพระยา,07:00-09:00,2.0,672.0,336.0
6347,2021-01-25,โควิด,คลองสาน,ลาดหญ้า,07:00-09:00,2.0,1394.0,697.0
6348,2021-01-25,โควิด,คลองสาน,เจริญนคร,16:00-19:00,3.0,1740.0,580.0
6349,2021-01-25,โควิด,คลองสาน,สมเด็จเจ้าพระยา,16:00-19:00,3.0,1386.0,462.0
6350,2021-01-25,โควิด,คลองสาน,ลาดหญ้า,16:00-19:00,3.0,2161.0,720.3333333333334
6351,2021-01-25,โควิด,คลองสาน,เจริญนคร,09:00-16:00,7.0,4437.0,633.8571428571429
6352,2021-01-25,โควิด,คลองสาน,สมเด็จเจ้าพระยา,09:00-16:00,7.0,3230.0,461.42857142857144
6353,2021-01-25,โควิด,คลองสาน,ลาดหญ้า,09:00-16:00,7.0,5186.0,740.8571428571429
6384,2021-01-29,โควิด,หัวลำโพง,พระรามที่4,07:00-09:00,2.0,4570.0,2285.0
6385,2021-01-29,โควิด,หัวลำโพง,มหาพฤฒาราม,07:00-09:00,2.0,862.0,431.0
6390,2021-02-01,โควิด,วิทยุ-เพชร,วิทยุ-ทางขึ้นลงทางด่วน,07:00-09:00,2.0,3850.0,1925.0
6392,2021-02-01,โควิด,วิทยุ-เพชร,เพชรบุรี,07:00-09:00,2.0,8054.0,4027.0
6399,2021-02-02,โควิด,บางกะปิ,พ่วงศิริ,07:00-09:00,2.0,1151.0,575.5
6401,2021-02-02,โควิด,บางกะปิ,ลาดพร้าว,07:00-09:00,2.0,1696.0,848.0
6402,2021-02-02,โควิด,บางกะปิ,เสรีไทย,07:00-09:00,2.0,1570.0,785.0
6412,2021-02-03,โควิด,ลาดบัวขาว,รามคำแหง,07:00-09:00,2.0,10723.0,5361.5
6418,2021-02-04,โควิด,หมู่บ้านเศรษฐกิจ,เพชรเกษม,07:00-09:00,2.0,11880.0,5940.0
6419,2021-02-04,โควิด,พุทธมณฑลสาย3,พุทธมณฑลสาย3,07:00-09:00,2.0,2282.0,1141.0
6420,2021-02-04,โควิด,พุทธมณฑลสาย3,เพชรเกษม,07:00-09:00,2.0,9460.0,4730.0
6422,2021-02-04,โควิด,หมู่บ้านเศรษฐกิจ,เพชรเกษม,16:00-19:00,3.0,17861.0,5953.666666666667
6426,2021-02-04,โควิด,หมู่บ้านเศรษฐกิจ,เพชรเกษม,09:00-16:00,7.0,40932.0,5847.428571428572
6430,2021-02-05,โควิด,นราธิวาส-สุรวงศ์,สุรวงศ์,07:00-09:00,2.0,2605.0,1302.5
6433,2021-02-05,โควิด,นราธิวาส-สุรวงศ์,สุรวงศ์,16:00-19:00,3.0,3365.0,1121.6666666666667
6436,2021-02-05,โควิด,นราธิวาส-สุรวงศ์,สุรวงศ์,09:00-16:00,7.0,9468.0,1352.5714285714287
6438,2021-02-08,โควิด,ลาซาล,สุขุมวิท,07:00-09:00,2.0,9263.0,4631.5
6445,2021-02-09,โควิด,สุขุมวิท24,สุขุมวิท,07:00-09:00,2.0,7274.0,3637.0
6451,2021-02-10,โควิด,วัดสน,สุขสวัสดิ์,07:00-09:00,2.0,12654.0,6327.0
6453,2021-02-10,โควิด,วัดสน,สุขสวัสดิ์,16:00-19:00,3.0,16373.0,5457.666666666667
6455,2021-02-10,โควิด,วัดสน,สุขสวัสดิ์,09:00-16:00,7.0,39186.0,5598.0
6456,2021-02-11,โควิด,ประชาธรรม,ประดิษฐ์มนูธรรม,07:00-09:00,2.0,9367.0,4683.5
6457,2021-02-11,โควิด,ประชาธรรม,ประชาอุทิศ,07:00-09:00,2.0,3165.0,1582.5
6462,2021-02-15,โควิด,ราชวัตร,พระรามที่5,07:00-09:00,2.0,2508.0,1254.0
6463,2021-02-15,โควิด,ราชวัตร,นครไชยศรี,07:00-09:00,2.0,1417.0,708.5
6468,2021-02-16,โควิด,เฉลิมเผ่า,อังรีดูนังต์,07:00-09:00,2.0,1267.0,633.5
6469,2021-02-16,โควิด,เฉลิมเผ่า,พระรามที่1,07:00-09:00,2.0,4390.0,2195.0
6470,2021-02-16,โควิด,เฉลิมเผ่า,อังรีดูนังต์,16:00-19:00,3.0,1925.0,641.6666666666666
6472,2021-02-16,โควิด,เฉลิมเผ่า,อังรีดูนังต์,09:00-16:00,7.0,5607.0,801.0
6477,2021-02-17,โควิด,โพธิ์สามต้น,อิสรภาพ,07:00-09:00,2.0,3501.0,1750.5
6478,2021-02-17,โควิด,โพธิ์สามต้น,วังเดิม,07:00-09:00,2.0,578.0,289.0
6483,2021-02-18,โควิด,จันทน์-นราธิวาส,นราธิวาสราชนครินทร์,07:00-09:00,2.0,6576.0,3288.0
6484,2021-02-18,โควิด,จันทน์-นราธิวาส,จันทน์,07:00-09:00,2.0,1954.0,977.0
6485,2021-02-18,โควิด,จันทน์-นราธิวาส,นราธิวาสราชนครินทร์,16:00-19:00,3.0,7567.0,2522.3333333333335
6486,2021-02-18,โควิด,จันทน์-นราธิวาส,จันทน์,16:00-19:00,3.0,2791.0,930.3333333333334
6487,2021-02-18,โควิด,จันทน์-นราธิวาส,นราธิวาสราชนครินทร์,09:00-16:00,7.0,16842.0,2406.0
6488,2021-02-18,โควิด,จันทน์-นราธิวาส,จันทน์,09:00-16:00,7.0,6657.0,951.0
6489,2021-02-19,โควิด,ประชาเกษม,ประชาธิปไตย,07:00-09:00,2.0,3914.0,1957.0
6490,2021-02-19,โควิด,ประชาเกษม,นครราชสีมา,07:00-09:00,2.0,547.0,273.5
6491,2021-02-19,โควิด,ประชาเกษม,กรุงเกษม,07:00-09:00,2.0,1150.0,575.0
6498,2021-02-22,โควิด,ราชวงศ์,ราชวงศ์,07:00-09:00,2.0,775.0,387.5
6499,2021-02-22,โควิด,ราชวงศ์,เยาวราช,07:00-09:00,2.0,3138.0,1569.0
6510,2021-02-23,โควิด,พระรามที่3-ยานนาวา,พระรามที่3,07:00-09:00,2.0,6405.0,3202.5
6511,2021-02-23,โควิด,พระรามที่3-ยานนาวา,ยานนาวา,07:00-09:00,2.0,777.0,388.5
6512,2021-02-23,โควิด,พระรามที่3-ยานนาวา,พระรามที่3,16:00-19:00,3.0,7610.0,2536.6666666666665
6513,2021-02-23,โควิด,พระรามที่3-ยานนาวา,ยานนาวา,16:00-19:00,3.0,1505.0,501.6666666666667
6514,2021-02-23,โควิด,พระรามที่3-ยานนาวา,พระรามที่3,09:00-16:00,7.0,16298.0,2328.285714285714
6515,2021-02-23,โควิด,พระรามที่3-ยานนาวา,ยานนาวา,09:00-16:00,7.0,2514.0,359.14285714285717
6516,2021-02-24,โควิด,ลาดปลาเค้า,ลาดปลาเค้า,07:00-09:00,2.0,784.0,392.0
6517,2021-02-24,โควิด,ลาดปลาเค้า,รามอินทรา,07:00-09:00,2.0,10079.0,5039.5
6518,2021-02-24,โควิด,ลาดปลาเค้า,ลาดปลาเค้า,16:00-19:00,3.0,1228.0,409.3333333333333
6519,2021-02-24,โควิด,ลาดปลาเค้า,รามอินทรา,16:00-19:00,3.0,17837.0,5945.666666666667
6520,2021-02-24,โควิด,ลาดปลาเค้า,ลาดปลาเค้า,09:00-16:00,7.0,3526.0,503.7142857142857
6521,2021-02-24,โควิด,ลาดปลาเค้า,รามอินทรา,09:00-16:00,7.0,38318.0,5474.0
6522,2021-02-25,โควิด,ใต้ด่วนพระราม4,เชื้อเพลิง,07:00-09:00,2.0,2943.0,1471.5
6523,2021-02-25,โควิด,ใต้ด่วนพระราม4,ทางด่วน,07:00-09:00,2.0,2153.0,1076.5
6524,2021-02-25,โควิด,ใต้ด่วนพระราม4,พระรามที่4,07:00-09:00,2.0,9769.0,4884.5
6525,2021-02-25,โควิด,ใต้ด่วนพระราม4,เชื้อเพลิง,16:00-19:00,3.0,4186.0,1395.3333333333333
6526,2021-02-25,โควิด,ใต้ด่วนพระราม4,ทางด่วน,16:00-19:00,3.0,1576.0,525.3333333333334
6527,2021-02-25,โควิด,ใต้ด่วนพระราม4,พระรามที่4,16:00-19:00,3.0,18213.0,6071.0
6528,2021-02-25,โควิด,ใต้ด่วนพระราม4,เชื้อเพลิง,09:00-16:00,7.0,9379.0,1339.857142857143
6529,2021-02-25,โควิด,ใต้ด่วนพระราม4,ทางด่วน,09:00-16:00,7.0,5345.0,763.5714285714286
6530,2021-02-25,โควิด,ใต้ด่วนพระราม4,พระรามที่4,09:00-16:00,7.0,38740.0,5534.285714285715
6537,2021-03-02,โควิด,ดาวคะนอง,สมเด็จพระเจ้าตากสิน,07:00-09:00,2.0,10879.0,5439.5
6538,2021-03-02,โควิด,ดาวคะนอง,จอมทอง,07:00-09:00,2.0,1343.0,671.5
6539,2021-03-02,โควิด,ดาวคะนอง,สมเด็จพระเจ้าตากสิน,16:00-19:00,3.0,18650.0,6216.666666666667
6540,2021-03-02,โควิด,ดาวคะนอง,จอมทอง,16:00-19:00,3.0,1346.0,448.6666666666667
6541,2021-03-02,โควิด,ดาวคะนอง,สมเด็จพระเจ้าตากสิน,09:00-16:00,7.0,31177.0,4453.857142857143
6542,2021-03-02,โควิด,ดาวคะนอง,จอมทอง,09:00-16:00,7.0,3709.0,529.8571428571429
6543,2021-03-03,โควิด,กำแพงเพชร,พหลโยธิน,07:00-09:00,2.0,10422.0,5211.0
6546,2021-03-03,โควิด,กำแพงเพชร,พหลโยธิน,16:00-19:00,3.0,12817.0,4272.333333333333
6549,2021-03-03,โควิด,กำแพงเพชร,พหลโยธิน,09:00-16:00,7.0,29736.0,4248.0
6552,2021-03-04,โควิด,บางยี่เรือ,เทอดไท,07:00-09:00,2.0,1131.0,565.5
6553,2021-03-04,โควิด,บางยี่เรือ,เพชรเกษม,07:00-09:00,2.0,4066.0,2033.0
6554,2021-03-04,โควิด,บางยี่เรือ,อินทรพิทักษ์,07:00-09:00,2.0,1734.0,867.0
6555,2021-03-04,โควิด,บางยี่เรือ,เทอดไท,16:00-19:00,3.0,1113.0,371.0
6556,2021-03-04,โควิด,บางยี่เรือ,เพชรเกษม,16:00-19:00,3.0,3815.0,1271.6666666666667
6557,2021-03-04,โควิด,บางยี่เรือ,อินทรพิทักษ์,16:00-19:00,3.0,0.0,0.0
6558,2021-03-04,โควิด,บางยี่เรือ,เทอดไท,09:00-16:00,7.0,2606.0,372.2857142857143
6559,2021-03-04,โควิด,บางยี่เรือ,เพชรเกษม,09:00-16:00,7.0,9769.0,1395.5714285714287
6560,2021-03-04,โควิด,บางยี่เรือ,อินทรพิทักษ์,09:00-16:00,7.0,0.0,0.0
6561,2021-03-05,โควิด,สุโขทัย,พระรามที่5,07:00-09:00,2.0,3269.0,1634.5
6562,2021-03-05,โควิด,สุโขทัย,สุโขทัย,07:00-09:00,2.0,3024.0,1512.0
6563,2021-03-05,โควิด,สุโขทัย,พระรามที่5,16:00-19:00,3.0,4244.0,1414.6666666666667
6564,2021-03-05,โควิด,สุโขทัย,สุโขทัย,16:00-19:00,3.0,4326.0,1442.0
6565,2021-03-05,โควิด,สุโขทัย,พระรามที่5,09:00-16:00,7.0,7867.0,1123.857142857143
6566,2021-03-05,โควิด,สุโขทัย,สุโขทัย,09:00-16:00,7.0,10608.0,1515.4285714285713
6567,2021-03-08,โควิด,เทวกรรม,นครสวรรค์,07:00-09:00,2.0,4383.0,2191.5
6568,2021-03-08,โควิด,เทวกรรม,กรุงเกษม,07:00-09:00,2.0,2289.0,1144.5
6585,2021-03-11,โควิด,ประเสริฐมนูกิจ-สุคนธสวัสดิ์,สุคนธสวัสดิ์,07:00-09:00,2.0,3566.0,1783.0
6648,2021-03-22,โควิด,ประเสริฐมนูกิจ-ประดิษฐ์มนูธรรม,ประดิษฐ์มนูธรรม,07:00-09:00,2.0,15636.0,7818.0
6649,2021-03-22,โควิด,ประเสริฐมนูกิจ-ประดิษฐ์มนูธรรม,ประเสริฐมนูกิจ,07:00-09:00,2.0,12479.0,6239.5
6654,2021-03-23,โควิด,เพลินจิต,วิทยุ,07:00-09:00,2.0,2375.0,1187.5
6655,2021-03-23,โควิด,เพลินจิต,เพลินจิต,07:00-09:00,2.0,7223.0,3611.5
6672,2021-03-25,โควิด,เศรษฐศิริ,เศรษฐศิริ,07:00-09:00,2.0,2710.0,1355.0
6673,2021-03-25,โควิด,เศรษฐศิริ,เทอดดำริ,07:00-09:00,2.0,1731.0,865.5
6678,2021-03-26,โควิด,โรงพยาบาลกลาง,เสือป่า,07:00-09:00,2.0,778.0,389.0
6680,2021-03-26,โควิด,โรงพยาบาลกลาง,หลวง,07:00-09:00,2.0,2542.0,1271.0
6726,2021-04-05,โควิด,สาธุ-จันทน์,สาธุประดิษฐ์,07:00-09:00,2.0,1246.0,623.0
6727,2021-04-05,โควิด,สาธุ-จันทน์,จันทน์,07:00-09:00,2.0,2809.0,1404.5
6732,2021-04-07,โควิด,อุณากรรณ,อุณากรรณ,07:00-09:00,2.0,1011.0,505.5
6733,2021-04-07,โควิด,อุณากรรณ,เจริญกรุง,07:00-09:00,2.0,2696.0,1348.0
6739,2021-04-08,โควิด,พุทธมณฑลสาย2,พุทธมณฑลสาย2,07:00-09:00,2.0,1345.0,672.5
6740,2021-04-08,โควิด,พุทธมณฑลสาย2,เพชรเกษม,07:00-09:00,2.0,13601.0,6800.5
6742,2021-04-08,โควิด,พุทธมณฑลสาย2,พุทธมณฑลสาย2,16:00-19:00,3.0,2379.0,793.0
6743,2021-04-08,โควิด,พุทธมณฑลสาย2,เพชรเกษม,16:00-19:00,3.0,20420.0,6806.666666666667
6745,2021-04-08,โควิด,พุทธมณฑลสาย2,พุทธมณฑลสาย2,09:00-16:00,7.0,5797.0,828.1428571428571
6746,2021-04-08,โควิด,พุทธมณฑลสาย2,เพชรเกษม,09:00-16:00,7.0,46096.0,6585.142857142857
6747,2021-04-09,โควิด,พัฒนาการ,ศรีนครินทร์,07:00-09:00,2.0,8800.0,4400.0
6748,2021-04-09,โควิด,พัฒนาการ,พัฒนาการ,07:00-09:00,2.0,6991.0,3495.5
6753,2021-04-16,โควิด,ประชาสงเคราะห์,ประชาสงเคราะห์,07:00-09:00,2.0,2039.0,1019.5
6754,2021-04-16,โควิด,ประชาสงเคราะห์,ดินแดง,07:00-09:00,2.0,6816.0,3408.0
6759,2021-04-19,โควิด,ด่วนเพลินจิต,ดวงพิทักษ์,07:00-09:00,2.0,606.0,303.0
6760,2021-04-19,โควิด,ด่วนเพลินจิต,ทางขึ้นลงทางด่วน,07:00-09:00,2.0,3291.0,1645.5
6761,2021-04-19,โควิด,ด่วนเพลินจิต,เพลินจิต,07:00-09:00,2.0,181.0,90.5
6762,2021-04-19,โควิด,ด่วนเพลินจิต,สุขุมวิท,07:00-09:00,2.0,4869.0,2434.5
6771,2021-04-20,โควิด,วิสุทธิกษัตริย์,ประชาธิปไตย,07:00-09:00,2.0,1187.0,593.5
6772,2021-04-20,โควิด,วิสุทธิกษัตริย์,วิสุทธิกษัตริย์,07:00-09:00,2.0,6376.0,3188.0
6785,2021-04-22,โควิด,นาหลวง,พุทธบูชา,07:00-09:00,2.0,1696.0,848.0
6801,2021-04-26,โควิด,ประชานิเวศน์,ประชาชื่น,07:00-09:00,2.0,4736.0,2368.0
6802,2021-04-26,โควิด,ประชานิเวศน์,เทศบาลสงเคราะห์,07:00-09:00,2.0,800.0,400.0
6809,2021-04-27,โควิด,เจริญนครใต้,เจริญนคร,07:00-09:00,2.0,4573.0,2286.5
6810,2021-04-27,โควิด,เจริญนครใต้,กรุงธนบุรี,07:00-09:00,2.0,1610.0,805.0
6819,2021-04-28,โควิด,เกษมราษฎร์,เกษมราษฎร์,07:00-09:00,2.0,1227.0,613.5
6821,2021-04-28,โควิด,เกษมราษฎร์,พระรามที่4,07:00-09:00,2.0,6183.0,3091.5
6822,2021-04-28,โควิด,เกษมราษฎร์,เกษมราษฎร์,16:00-19:00,3.0,1025.0,341.6666666666667
6824,2021-04-28,โควิด,เกษมราษฎร์,พระรามที่4,16:00-19:00,3.0,10676.0,3558.6666666666665
6825,2021-04-28,โควิด,เกษมราษฎร์,เกษมราษฎร์,09:00-16:00,7.0,3822.0,546.0
6827,2021-04-28,โควิด,เกษมราษฎร์,พระรามที่4,09:00-16:00,7.0,23820.0,3402.8571428571427
6828,2021-04-29,โควิด,วังหิน,สุขาภิบาล1,07:00-09:00,2.0,1561.0,780.5
6830,2021-04-29,โควิด,วังหิน,เสนานิคม,07:00-09:00,2.0,1584.0,792.0
6838,2021-04-30,โควิด,บางชัน,เสรีไทย,07:00-09:00,2.0,5997.0,2998.5
6843,2021-05-03,โควิด,อุรุพงษ์,พระรามที่6,07:00-09:00,2.0,3153.0,1576.5
6844,2021-05-03,โควิด,อุรุพงษ์,เพชรบุรี,07:00-09:00,2.0,4091.0,2045.5
6861,2021-05-06,โควิด,เกียกกาย,สามเสน,07:00-09:00,2.0,1102.0,551.0
6862,2021-05-06,โควิด,เกียกกาย,ประชาราษฎร์สาย1,07:00-09:00,2.0,2788.0,1394.0
6863,2021-05-06,โควิด,เกียกกาย,ทหาร,07:00-09:00,2.0,1271.0,635.5
6870,2021-05-07,โควิด,ไฟฉาย,จรัญสนิทวงศ์,07:00-09:00,2.0,4341.0,2170.5
6872,2021-05-07,โควิด,ไฟฉาย,พรานนก,07:00-09:00,2.0,1738.0,869.0
6873,2021-05-07,โควิด,ไฟฉาย,จรัญสนิทวงศ์,16:00-19:00,3.0,6108.0,2036.0
6875,2021-05-07,โควิด,ไฟฉาย,พรานนก,16:00-19:00,3.0,3457.0,1152.3333333333333
6876,2021-05-07,โควิด,ไฟฉาย,จรัญสนิทวงศ์,09:00-16:00,7.0,13768.0,1966.857142857143
6878,2021-05-07,โควิด,ไฟฉาย,พรานนก,09:00-16:00,7.0,6647.0,949.5714285714286
6885,2021-05-12,โควิด,หมู่บ้านสหกรณ์,ทางเข้าหมู่บ้านสหกรณ์,07:00-09:00,2.0,626.0,313.0
6886,2021-05-12,โควิด,หมู่บ้านสหกรณ์,เสรีไทย,07:00-09:00,2.0,6358.0,3179.0
6891,2021-05-13,โควิด,วงเวียนหลักสี่,พหลโยธิน,07:00-09:00,2.0,12209.0,6104.5
6892,2021-05-13,โควิด,วงเวียนหลักสี่,แจ้งวัฒนะ,07:00-09:00,2.0,7855.0,3927.5
6893,2021-05-13,โควิด,วงเวียนหลักสี่,รามอินทรา,07:00-09:00,2.0,6063.0,3031.5
6927,2021-05-20,โควิด,หลักสี่,กำแพงเพชร6,07:00-09:00,2.0,1837.0,918.5
6928,2021-05-20,โควิด,หลักสี่,แจ้งวัฒนะ,07:00-09:00,2.0,4243.0,2121.5
6939,2021-05-24,โควิด,ราชดำริ,ราชดำริ,07:00-09:00,2.0,4600.0,2300.0
6940,2021-05-24,โควิด,ราชดำริ,สารสิน,07:00-09:00,2.0,1003.0,501.5
6960,2021-05-28,โควิด,นอร์ธปาร์ค,กำแพงเพชร6,07:00-09:00,2.0,2355.0,1177.5
6961,2021-05-28,โควิด,นอร์ธปาร์ค,ชิดชน,07:00-09:00,2.0,1977.0,988.5
6970,2021-05-31,โควิด,บ้านแขก,ประชาธิปก,09:00-16:00,7.0,30093.0,4299.0
6971,2021-05-31,โควิด,บ้านแขก,อิสรภาพ,09:00-16:00,7.0,7152.0,1021.7142857142857
6973,2021-06-01,โควิด,หทัยราษฎร์-เลียบคลองสอง,หทัยราษฎร์,07:00-09:00,2.0,5143.0,2571.5
6974,2021-06-01,โควิด,หทัยราษฎร์-เลียบคลองสอง,เลียบคลองสอง,07:00-09:00,2.0,1685.0,842.5
6977,2021-06-01,โควิด,หทัยราษฎร์-เลียบคลองสอง,หทัยราษฎร์,16:00-19:00,3.0,7058.0,2352.6666666666665
6978,2021-06-01,โควิด,หทัยราษฎร์-เลียบคลองสอง,เลียบคลองสอง,16:00-19:00,3.0,2682.0,894.0
6981,2021-06-01,โควิด,หทัยราษฎร์-เลียบคลองสอง,หทัยราษฎร์,09:00-16:00,7.0,15918.0,2274.0
6982,2021-06-01,โควิด,หทัยราษฎร์-เลียบคลองสอง,เลียบคลองสอง,09:00-16:00,7.0,6103.0,871.8571428571429
6984,2021-06-02,โควิด,พรานนก,อิสรภาพ,07:00-09:00,2.0,2476.0,1238.0
6985,2021-06-02,โควิด,พรานนก,พรานนก,07:00-09:00,2.0,3630.0,1815.0
6993,2021-06-04,โควิด,อ.ส.ม.ท.,เพชรอุทัย,07:00-09:00,2.0,1292.0,646.0
6995,2021-06-04,โควิด,อ.ส.ม.ท.,พระราม9,07:00-09:00,2.0,5018.0,2509.0
7017,2021-06-08,โควิด,อุดมสุข,สุขุมวิท,07:00-09:00,2.0,6876.0,3438.0
7037,2021-06-10,โควิด,เพชรเกษม81,เพชรเกษม,09:00-16:00,7.0,35881.0,5125.857142857143
7038,2021-06-11,โควิด,บางรัก,เจริญกรุง,07:00-09:00,2.0,1838.0,919.0
7039,2021-06-11,โควิด,บางรัก,สีลม,07:00-09:00,2.0,830.0,415.0
7040,2021-06-11,โควิด,บางรัก,เจริญกรุง,16:00-19:00,3.0,3337.0,1112.3333333333333
7041,2021-06-11,โควิด,บางรัก,สีลม,16:00-19:00,3.0,1171.0,390.3333333333333
7042,2021-06-11,โควิด,บางรัก,เจริญกรุง,09:00-16:00,7.0,7743.0,1106.142857142857
7043,2021-06-11,โควิด,บางรัก,สีลม,09:00-16:00,7.0,2902.0,414.57142857142856
7044,2021-06-14,โควิด,สาทร-เจริญกรุง,เจริญกรุง,07:00-09:00,2.0,2068.0,1034.0
7046,2021-06-14,โควิด,สาทร-เจริญกรุง,สาทร,07:00-09:00,2.0,572.0,286.0
7048,2021-06-14,โควิด,สาทร-เจริญกรุง,เจริญกรุง,16:00-19:00,3.0,3775.0,1258.3333333333333
7050,2021-06-14,โควิด,สาทร-เจริญกรุง,สาทร,16:00-19:00,3.0,1002.0,334.0
7052,2021-06-14,โควิด,สาทร-เจริญกรุง,เจริญกรุง,09:00-16:00,7.0,7362.0,1051.7142857142858
7054,2021-06-14,โควิด,สาทร-เจริญกรุง,สาทร,09:00-16:00,7.0,2283.0,326.14285714285717
7057,2021-06-15,โควิด,เตาปูน,ประชาราษฎร์,07:00-09:00,2.0,1645.0,822.5
7058,2021-06-15,โควิด,เตาปูน,ประชาราษฎร์สาย2,07:00-09:00,2.0,2766.0,1383.0
7077,2021-06-18,โควิด,มิตรสัมพันธ์,นิคมมักกะสัน,07:00-09:00,2.0,1099.0,549.5
7078,2021-06-18,โควิด,มิตรสัมพันธ์,เพชรบุรี,07:00-09:00,2.0,8881.0,4440.5
7083,2021-06-21,โควิด,เฉลิมกรุง,ตรีเพชร,07:00-09:00,2.0,1976.0,988.0
7085,2021-06-21,โควิด,เฉลิมกรุง,เจริญกรุง,07:00-09:00,2.0,1558.0,779.0
7086,2021-06-21,โควิด,เฉลิมกรุง,ตรีเพชร,16:00-19:00,3.0,2740.0,913.3333333333334
7088,2021-06-21,โควิด,เฉลิมกรุง,เจริญกรุง,16:00-19:00,3.0,1736.0,578.6666666666666
7089,2021-06-21,โควิด,เฉลิมกรุง,ตรีเพชร,09:00-16:00,7.0,7534.0,1076.2857142857142
7091,2021-06-21,โควิด,เฉลิมกรุง,เจริญกรุง,09:00-16:00,7.0,4502.0,643.1428571428571
7101,2021-06-23,โควิด,ด่วนเกษมราษฎร์,เกษมราษฎร์,07:00-09:00,2.0,2916.0,1458.0
7102,2021-06-23,โควิด,ด่วนเกษมราษฎร์,ทางขึ้นลงทางด่วน,07:00-09:00,2.0,1844.0,922.0
7107,2021-06-24,โควิด,ถนนตก,เจริญกรุง,07:00-09:00,2.0,2647.0,1323.5
7108,2021-06-24,โควิด,ถนนตก,พระรามที่3,07:00-09:00,2.0,5115.0,2557.5
7113,2021-06-25,โควิด,บรมราชชนนี,จรัญสนิทวงศ์,07:00-09:00,2.0,7201.0,3600.5
7114,2021-06-25,โควิด,บรมราชชนนี,บรมราชชนนี,07:00-09:00,2.0,6902.0,3451.0
7117,2021-06-25,โควิด,บรมราชชนนี,บรมราชชนนี,16:00-19:00,3.0,12583.0,4194.333333333333
