weekday,ก่อนโควิด,โควิด,หลังโควิด
0,22.679425837320576,22.284434490481523,23.486901535682023
1,22.679425837320576,17.357222844344903,14.453477868112014
2,15.406698564593302,22.17245240761478,19.51219512195122
3,14.545454545454545,16.7973124300112,18.78952122854562
4,24.114832535885167,19.820828667413217,22.22222222222222
5,0.0,0.0,0.9033423667570009
6,0.5741626794258373,1.5677491601343785,0.6323396567299007
